,date,time,conn_country,platform,track_name,artist_name,album_name,ms_played,spotifyID,reason_start,reason_end,shuffle,skipped,offline,incognito_mode,play_count,genre,energy,theme,language
1941,2024-04-07,19:19:28,US,ios,Be There One More Time,Taska Black,Be There One More Time,184320,03fBFwTVyQiw5AxZ77t6Au,trackerror,trackdone,True,False,False,False,7,R&B/Soul,0.65,Romantic,English
1942,2024-04-07,19:22:18,US,ios,Drive You Crazy,Dylan Matthew,Drive You Crazy,178285,5XY6DN8SXjHtj55e7CkZpH,trackdone,trackdone,True,False,False,False,19,Pop,0.7,Romantic,English
1943,2024-04-07,19:26:22,US,ios,Haven,William Black,Pieces,251200,7tQyxRUBcy0XVZbATedxBU,trackdone,trackdone,True,False,False,False,10,Electronic (Future Bass),0.6,Hopeful,English
1944,2024-04-07,19:28:06,US,ios,Worst Case,3LAU,Worst Case,110804,3zbbRebB1rzlXJgq7Ufn8V,trackdone,unexpected-exit-while-paused,True,False,False,False,11,Electronic Dance Music (EDM),0.7,Bittersweet,English
1945,2024-04-07,21:55:25,US,osx,2gether,Mura Masa,2gether,187854,4dzBqc5t2GWJKpGqUoTbrU,trackdone,trackdone,True,False,False,False,5,Electronic Pop,0.65,Romantic,English
1946,2024-04-07,21:59:11,US,osx,Stop Thinking (feat. Lights) - MitiS Remix,Seven Lions,Beyond The Veil (Remixes),227187,789ENhlrwuDQAOSdJjs45Q,trackdone,trackdone,True,False,False,False,12,Melodic Dubstep,0.8,Euphoric,English
1947,2024-04-07,22:05:33,US,osx,Breath,Elohim,Breath,187094,00yl5ePW4FNmhv9uNzHUt6,trackdone,trackdone,True,False,False,False,6,Electronic,0.7,Hopeful,English
1948,2024-04-07,22:13:46,US,osx,Pondering Minds,Just A Gent,Pondering Minds,275341,36Pig1iSIarIq3NudqIPNM,trackdone,trackdone,True,False,False,False,13,Indie Pop,0.65,Melancholy,English
1949,2024-04-07,22:27:12,US,osx,Say The Word (feat. Clementine Douglas),Chase & Status,Say The Word (feat. Clementine Douglas),227856,1jxGhPyCn9SZR9eqrTduja,trackdone,trackdone,True,False,False,False,5,Drum and Bass,0.8,Romantic,English
1950,2024-04-07,22:29:54,US,osx,Rewind.. (But I Love You),WHIPPED CREAM,Someone You Can Count On,163900,2v5lLKdZG0PsXGWfvigk55,trackdone,trackdone,True,False,False,False,8,Pop,0.6,Romantic,English
1951,2024-04-07,22:44:42,US,osx,HEADSHÖT,8Ö8,HEADSHÖT,142363,1I53j1Vvwkla8P2JIecioT,trackdone,trackdone,True,False,False,False,5,Alternative Rock,0.75,Empowered,English
1952,2024-04-07,22:58:57,US,osx,You Found Me,Adventure Club,You Found Me,246936,5caU54QlqCMPEKIbQ3nbhd,trackdone,trackdone,True,False,False,False,10,Dubstep,0.8,Uplifting,English
1953,2024-04-07,23:01:35,US,osx,Lost My Way,WHIPPED CREAM,Lost My Way,158638,5Euq8gNFRLyd75tGhpXKNC,trackdone,trackdone,True,False,False,False,6,Alternative Rock,0.6,Melancholy,English
1954,2024-04-07,23:04:00,US,osx,RUN INTO MY ARMS,pluko,BLEACH [Hi-Fi],146476,0RTHKL6kDu7gCQf4qnCfRV,trackdone,trackdone,True,False,False,False,13,Indie Pop,0.75,Romantic,English
1955,2024-04-08,02:39:16,US,ios,Worst Case,3LAU,Worst Case,67247,3zbbRebB1rzlXJgq7Ufn8V,appload,trackdone,True,False,False,False,11,Electronic Dance Music (EDM),0.7,Bittersweet,English
1956,2024-04-08,03:00:44,US,ios,You Never Know,tyDi,You Never Know,139173,1PfLmjg83VihYZJtVQk1bX,trackdone,trackdone,True,False,False,False,10,Progressive House,0.75,Uplifting,English
1957,2024-04-08,03:06:01,US,ios,Five More Hours,Deorro,Good Evening,211975,3MOECVkNshqHYTPt5DZcdN,trackdone,trackdone,True,False,False,False,13,House,0.7,Romantic,English
1958,2024-04-08,03:14:51,US,ios,Start It Over (feat. KC),Last Heroes,Start It Over (feat. KC),120739,4Y3hmcRgFw88qJnXGzCwkq,trackdone,unexpected-exit-while-paused,True,False,False,False,21,Pop,0.75,Uplifting,English
1959,2024-04-08,17:22:11,US,ios,Start It Over (feat. KC),Last Heroes,Start It Over (feat. KC),74857,4Y3hmcRgFw88qJnXGzCwkq,appload,trackdone,True,False,False,False,21,Pop,0.75,Uplifting,English
1960,2024-04-08,17:26:06,US,ios,Drown - Live Acoustic - Rolling Stone Original (EP),Three Days Grace,Three Days Grace,242600,5UyaGVJ3HiQWjNslLuN7sm,trackdone,trackdone,True,False,False,False,8,Acoustic Rock,0.5,Melancholy,English
1961,2024-04-08,17:29:29,US,ios,How You Love Me,3LAU,How You Love Me,210468,1nas007nDbzLwDGwvMdz79,trackdone,trackdone,True,False,False,False,6,Electronic Dance Music (EDM),0.8,Euphoric,English
1962,2024-04-08,17:33:06,US,ios,Marry Me,Jason Derulo,Talk Dirty,225026,3ogtSrlbtiTamktbA0hw0E,trackdone,trackdone,True,False,False,False,8,Pop,0.6,Romantic,English
1963,2024-04-08,17:34:54,US,ios,Strawberry Peels (feat. Young Thug & Gunna),Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,115350,4lAQfuREAHG8IC0PiiigBt,trackdone,trackdone,True,False,False,False,14,Trap,0.78,Euphoric,English
1964,2024-04-08,17:41:29,US,ios,Love Is A Game,Adele,30,403044,2j3GxEsbNYNeEzz86wDY4J,trackdone,trackdone,True,False,False,False,13,Pop/Soul,0.6,Romantic,English
1965,2024-04-08,17:44:30,US,ios,Circles,Audien,Circles,187968,3yM0SFHZEkQ56nVEWYQGee,trackdone,trackdone,True,False,False,False,10,Progressive House,0.65,Uplifting,Instrumental
1966,2024-04-08,18:14:19,US,ios,Payphone,Maroon 5,Overexposed - Deluxe,205874,4P0osvTXoSYZZC2n8IFH3c,trackdone,logout,True,False,False,False,14,Pop Rock,0.6,Bittersweet,English
1967,2024-04-09,14:20:33,US,ios,Thank You (feat. Big Sean),DJ Khaled,Father Of Asahd,188715,6H4vsxNsm2NsV8pBAb5WnU,clickrow,trackdone,True,False,False,False,32,Hip-Hop/Rap,0.75,Empowered,English
1969,2024-04-09,14:34:01,US,ios,Tum Hi Ho,Mithoon,Aashiqui 2,261974,56zZ48jdyY2oDXHVnwg5Di,trackdone,trackdone,True,False,False,False,21,Romantic Bollywood Ballad,0.3,Romantic,Hindi
1970,2024-04-09,14:36:31,US,ios,If I Know Me,Morgan Wallen,If I Know Me,157693,03d8S7FBY2kIzhP0E7l4rn,trackdone,trackdone,True,False,False,False,5,Country,0.36,Empowered,English
1971,2024-04-09,14:39:28,US,ios,Lucky Strike,Maroon 5,Overexposed - Deluxe,185280,5b2aMqcSeAMlDptX6EjE7m,trackdone,trackdone,True,False,False,False,8,Pop,0.6,Romantic,English
1972,2024-04-09,14:42:35,US,ios,Throw It All Away,Madnap,Throw It All Away,194042,3AJWHAJSFXCWcx9ACCPc1P,trackdone,trackdone,True,False,False,False,7,Pop-Rock,0.6,Bittersweet,English
1973,2024-04-09,14:45:20,US,ios,Gone,Hoang,Gone,172978,7k5uBcPwecGOf90m2vpxJF,trackdone,trackdone,True,False,False,False,42,R&B,0.65,Melancholy,English
1974,2024-04-09,14:48:42,US,ios,Fragments,ILLENIUM,Fallen Embers,210000,0qH4xYxCrvqO86YyLbkTrB,trackdone,trackdone,True,False,False,False,18,Melodic Dubstep,0.6,Bittersweet,English
1975,2024-04-09,14:54:31,US,ios,Blow Me (One Last Kiss),P!nk,The Truth About Love,130936,4k80K0b6KZ2QjAYkXON7q6,trackdone,unexpected-exit-while-paused,True,False,False,False,11,Pop Rock,0.6,Empowered,English
1976,2024-04-09,14:57:46,US,ios,Blow Me (One Last Kiss),P!nk,The Truth About Love,21886,4k80K0b6KZ2QjAYkXON7q6,appload,trackdone,True,False,False,False,11,Pop Rock,0.6,Empowered,English
1977,2024-04-09,15:01:21,US,ios,Addicted,Saving Abel,Saving Abel,222826,3pxCXv0NACYfYnLjFcQW5D,trackdone,trackdone,True,False,False,False,6,Southern Rock,0.53,Romantic,English
1978,2024-04-10,14:26:01,US,ios,Gravity,John Mayer,Continuum,1190,3SktMqZmo3M9zbB7oKMIF7,playbtn,endplay,True,True,False,False,20,Blues Rock,0.3,Melancholy,English
1979,2024-04-10,14:44:41,US,ios,Starfall,ILLENIUM,ILLENIUM,256438,4RwcMh27bqo0SQVwGdD7rc,clickrow,trackdone,True,False,False,False,12,Future Bass,0.75,Uplifting,English
1980,2024-04-10,14:47:15,US,ios,Let Me Down,KANDY,Let Me Down,160655,1QaXDL4Sl7WsAdSLBQYVES,trackdone,trackdone,True,False,False,False,6,Pop,0.65,Bittersweet,English
1981,2024-04-10,14:51:17,US,ios,Salvation,Excision,Salvation,249863,5T4iqvsqEdJS4WFMmo0CZX,trackdone,trackdone,True,False,False,False,10,Dubstep,0.85,Empowered,English
1982,2024-04-10,14:53:28,US,ios,Sweaty Hands - Vaigandt Remix,twoloud,Sweaty Hands (The Remixes),138544,3vn4DpOlwmM8gcHX0XKA8S,trackdone,trackdone,True,False,False,False,8,Electronic Dance Music (EDM),0.85,Euphoric,English
1984,2024-04-10,15:04:24,US,ios,High - Crankdat Remix,The Chainsmokers,High (Remixes),230137,12xP1mvjsvxpBCaHIUm0qP,trackdone,trackdone,True,False,False,False,8,Dubstep,0.8,Euphoric,English
1985,2024-04-10,15:11:42,US,ios,Interview,Quality Control,Quality Control: Control The Streets Volume 1,174446,3EH4OrDntqbOmknacF0GQg,trackdone,trackdone,True,False,False,False,8,Hip-Hop/Rap,0.6,Empowered,English
1986,2024-04-10,15:14:32,US,ios,Where My Heart Goes,Amidy,Where My Heart Goes,178375,5iN2A0sX6gxGaKj2ZQx6A4,trackdone,trackdone,True,False,False,False,10,Indie Pop,0.7,Hopeful,English
1987,2024-04-10,15:17:27,US,ios,Outskirts,Sam Hunt,Outskirts,182706,2E0bqoMlIb2xmFyZHRjtzK,trackdone,trackdone,True,False,False,False,6,Country,0.5,Bittersweet,English
1988,2024-04-10,15:20:26,US,ios,What My World Spins Around,Jordan Davis,What My World Spins Around,186790,6HBRLaSQ7NB8MNlaqzYen1,trackdone,trackdone,True,False,False,False,11,Country,0.5,Romantic,English
1989,2024-04-10,15:20:26,US,ios,What My World Spins Around,Jordan Davis,What My World Spins Around,186790,6HBRLaSQ7NB8MNlaqzYen1,trackdone,trackdone,True,False,False,False,11,Country,0.6,Romantic,English
1990,2024-04-10,15:49:54,US,ios,Weeble Wobble,Eliminate,Cyber Whale EP,142327,6v6dxApxjDlhLjDWnVFh3V,trackdone,logout,True,False,False,False,13,Christian Metal,0.8,Empowered,English
1991,2024-04-10,16:12:43,US,ios,Weeble Wobble,Eliminate,Cyber Whale EP,1270,6v6dxApxjDlhLjDWnVFh3V,appload,fwdbtn,True,True,False,False,13,Christian Metal,0.8,Empowered,English
1992,2024-04-10,16:20:05,US,ios,Papercut,Zedd,True Colors,443293,62hWYjPL57rbUd5rhvI3Of,fwdbtn,trackdone,True,False,False,False,8,Electronic Dance Music (EDM),0.6,Melancholy,English
1993,2024-04-10,16:23:37,US,ios,Million Days,SABAI,Million Days,208551,0DzPnTBSmVRKBQAmH3EomR,trackdone,trackdone,True,False,False,False,15,Indie Pop,0.75,Uplifting,English
1994,2024-04-10,16:29:42,US,ios,DON'T YOU WORRY,Black Eyed Peas,DON'T YOU WORRY,196363,0gYXw7aPoybWFfB7btQ0eM,trackdone,trackdone,True,False,False,False,15,Pop/Rap,0.8,Empowered,English
1995,2024-04-10,16:40:06,US,ios,Raabta (Kehte Hain Khuda Ne),Pritam,Agent Vinod,289196,11PgL2XjsTBszhAPqttBJS,trackdone,trackdone,True,False,False,False,7,Romantic Bollywood,0.6,Romantic,Hindi
1996,2024-04-10,16:44:55,US,ios,Saving Lives,ARMNHMR,Saving Lives,267676,6OK7OQyyvNPd2XQIHCB1wz,trackdone,trackdone,True,False,False,False,16,Future Bass,0.8,Hopeful,English
1997,2024-04-10,16:56:54,US,ios,Firework,Katy Perry,Teenage Dream: The Complete Confection,227880,4lCv7b86sLynZbXhfScfm2,trackdone,trackdone,True,False,False,False,5,Pop,0.62,Empowered,English
1998,2024-04-10,17:01:40,US,ios,Tujhe Kitna Chahne Lage,Arijit Singh,Kabir Singh,284779,5QtEFRYavs5S3GHtFEq7A4,trackdone,trackdone,True,False,False,False,16,Bollywood Romantic Ballad,0.4,Romantic,Hindi
1999,2024-04-10,17:10:10,US,ios,Alright,Logic,Under Pressure - Deluxe,218280,0lwkTJnLBVWvEnxtku7Msy,trackdone,trackdone,True,False,False,False,11,Hip-Hop/Rap,0.7,Empowered,English
2000,2024-04-10,17:16:01,US,ios,I Know,Big Sean,Dark Sky Paradise,319973,6rje9f1wRFJDO2iTORw0lH,trackdone,trackdone,True,False,False,False,17,Hip-Hop/R&B,0.55,Romantic,English
2001,2024-04-10,17:22:17,US,ios,I Won't Let You Fall (feat. Finn Askew),WHIPPED CREAM,WHO IS WHIPPED CREAM?,168179,7k12owWgCfpRh2RaqTKGdi,trackdone,trackdone,True,False,False,False,5,Indie Pop,0.8,Uplifting,English
2002,2024-04-10,17:25:59,US,ios,Youngblood,5 Seconds of Summer,Youngblood,203417,55S2PQgSMYAhgoTCcGCDfw,trackdone,trackdone,True,False,False,False,8,Pop Rock,0.4,Bittersweet,English
2003,2024-04-10,17:29:45,US,ios,No Fear No More,Madeon,Good Faith,195106,2TZ9kaTiLewawHZK7yylSC,trackdone,trackdone,True,False,False,False,9,Electro House,0.85,Empowered,English
2004,2024-04-10,17:44:06,US,ios,Leaving,ILLENIUM,Awake,197175,1mKxlggsbt21Ku6oD5wuX0,trackdone,unexpected-exit-while-paused,True,False,False,False,11,Future Bass,0.7,Bittersweet,English
2005,2024-04-10,23:22:09,US,ios,Leaving,ILLENIUM,Awake,237797,1mKxlggsbt21Ku6oD5wuX0,appload,trackdone,True,False,False,False,11,Future Bass,0.7,Bittersweet,English
2006,2024-04-10,23:25:33,US,ios,better,"nothing,nowhere.",ruiner,7958,6cTNIxLzihMoPKXl2asMKO,trackdone,unexpected-exit-while-paused,True,False,False,False,10,Emo Rap,0.48,Melancholy,English
2007,2024-04-10,23:26:56,US,ios,better,"nothing,nowhere.",ruiner,650,6cTNIxLzihMoPKXl2asMKO,appload,fwdbtn,True,True,False,False,10,Emo Rap,0.48,Melancholy,English
2008,2024-04-10,23:27:05,US,ios,Freezing,Mimi Webb,Amelia,9140,7reh67rES37v1n9grDX6HO,fwdbtn,fwdbtn,True,True,False,False,8,Pop,0.6,Bittersweet,English
2009,2024-04-10,23:27:07,US,ios,Here With Me,Marshmello,Here With Me,1490,5icOoE6VgqFKohjWWNp0Ac,fwdbtn,fwdbtn,True,True,False,False,6,Electronic Dance Music,0.6,Bittersweet,English
2010,2024-04-10,23:27:12,US,ios,Better Off Lonely,NURKO,Better Off Lonely,4370,2K8Klz6aBDfKYHs0uShZxK,fwdbtn,fwdbtn,True,True,False,False,10,Future Bass,0.78,Melancholy,English
2011,2024-04-10,23:31:37,US,ios,Into You (feat. Karra),Jason Ross,Into You (feat. Karra),244151,4WB71xElxEr4h92Mth2cF4,fwdbtn,trackdone,True,False,False,False,8,Melodic House,0.75,Uplifting,English
2012,2024-04-10,23:34:58,US,ios,Chasing After You (with Maren Morris),Ryan Hurd,Chasing After You (with Maren Morris),207973,1ZIKpMTRPqhwAoVXWY3tXI,trackdone,trackdone,True,False,False,False,12,Country,0.8,Romantic,English
2013,2024-04-11,00:45:40,US,ios,Redefined (feat. Melanie Fontana & Novaspace) [Club Edit],tyDi,Redefined (feat. Melanie Fontana),134389,1pOjVQ65GHLlP4Acl9vwOa,trackdone,logout,True,False,False,False,9,Progressive House,0.8,Empowered,English
2014,2024-04-11,17:50:59,US,ios,Redefined (feat. Melanie Fontana & Novaspace) [Club Edit],tyDi,Redefined (feat. Melanie Fontana),2090,1pOjVQ65GHLlP4Acl9vwOa,appload,fwdbtn,True,True,False,False,9,Progressive House,0.8,Empowered,English
2016,2024-04-11,17:57:45,US,ios,Fade Away (feat. Luma),Falling North,Fade Away (feat. Luma),239999,5BEg56aytGYfPsAXSRPSyN,trackdone,trackdone,True,False,False,False,8,Melodic Metalcore,0.75,Bittersweet,English
2017,2024-04-11,18:01:03,US,ios,Don't Stop the Party (feat. TJR),Pitbull,Global Warming: Meltdown (Deluxe Version),206120,3Tu7uWBecS6GsLsL8UONKn,trackdone,trackdone,True,False,False,False,9,Dance/Electronic,0.514,Uplifting,English
2018,2024-04-11,18:09:50,US,ios,Same Love,Prince Fox,Same Love,74564,7EYLrneh08x29IAWLl7Tst,trackdone,fwdbtn,True,True,False,False,5,Pop/Electronic,0.65,Empowered,English
2019,2024-04-11,18:12:19,US,ios,ESCAPE PLAN,Travis Scott,ESCAPE PLAN / MAFIA,149610,4R67rQNSbbsR4TdUVOIdez,fwdbtn,trackdone,True,False,False,False,18,Hip-Hop/Rap,0.85,Empowered,English
2020,2024-04-11,18:20:58,US,ios,Reasons,Excision,Reasons,240000,5cqOmjN3auHvZlhbebzKQx,trackdone,trackdone,True,False,False,False,12,Dubstep,0.9,Euphoric,English
2021,2024-04-11,18:49:15,US,ios,Heaven (feat. Maty Noyes),Audien,Escapism,14056,6P1d18fVU2ZklQRhHDxVvf,trackdone,fwdbtn,True,True,False,False,8,Progressive House,0.53,Uplifting,English
2022,2024-04-11,18:54:14,US,ios,Hearts Burst into Fire,Bullet For My Valentine,Scream Aim Fire,297946,6gHxKXy1f3QinBJQngJ2iN,fwdbtn,trackdone,True,False,False,False,19,Metalcore,0.85,Empowered,English
2023,2024-04-11,18:55:09,US,ios,Everything Has Changed,Taylor Swift,Red,39932,7gdwoOmi258QJq0hmQ4hto,trackdone,unexpected-exit-while-paused,True,False,False,False,15,Folk-Pop,0.25,Romantic,English
2024,2024-04-12,15:13:28,US,ios,"Duniyaa (From ""Luka Chuppi"")",Akhil,"Duniyaa (From ""Luka Chuppi"")",222500,2tjWCe2W7sgvS3C8NHcdtI,clickrow,trackdone,True,False,False,False,18,Bollywood Pop,0.7,Romantic,Hindi
2025,2024-04-12,15:13:39,US,ios,"Duniyaa (From ""Luka Chuppi"")",Akhil,"Duniyaa (From ""Luka Chuppi"")",17550,2tjWCe2W7sgvS3C8NHcdtI,trackdone,endplay,True,True,False,False,18,Bollywood Pop,0.7,Romantic,Hindi
2026,2024-04-12,15:16:46,US,ios,Breath,Elohim,Breath,187070,00yl5ePW4FNmhv9uNzHUt6,playbtn,trackdone,True,False,False,False,6,Electronic,0.7,Hopeful,English
2027,2024-04-12,15:24:04,US,ios,Starting From Scratch,k?d,Past Life EP,223293,2vlD3bx2nQqWBcV1SBj44U,trackdone,trackdone,True,False,False,False,19,Future Bass,0.6,Uplifting,English
2028,2024-04-12,16:19:37,US,ios,stayinit,Fred again..,stayinit,274310,6WS2TcsMEGOFtveWbtbuwZ,clickrow,trackdone,True,False,False,False,5,House,0.8,Uplifting,English
2029,2024-04-12,16:23:40,US,ios,You Found Me,Adventure Club,You Found Me,247274,5caU54QlqCMPEKIbQ3nbhd,trackdone,trackdone,True,False,False,False,10,Dubstep,0.8,Uplifting,English
2030,2024-04-12,16:39:06,US,ios,stayinit,Fred again..,stayinit,6260,6WS2TcsMEGOFtveWbtbuwZ,clickrow,endplay,True,True,False,False,5,House,0.8,Uplifting,English
2031,2024-04-13,00:14:02,US,ios,Replay (with Dylan Matthew),SLANDER,Thrive,14419,7GqT1icvK3BZNwFD48s93R,clickrow,endplay,True,True,False,False,13,Future Bass,0.7,Sentimental,English
2033,2024-04-13,01:01:01,US,ios,Holding On,Dabin,Between Broken,125870,1K1WKTmAGQZ1gYASU49Eel,trackdone,endplay,True,True,False,False,6,Melodic Dubstep,0.8,Hopeful,English
2034,2024-04-13,01:03:51,US,ios,24 Hour - Remix,Culture Code,24 Hours,171200,6olNDT3k55JrVcJooPEZPo,playbtn,trackdone,True,False,False,False,6,Melodic House,0.55,Euphoric,English
2035,2024-04-13,01:07:27,US,ios,Never Really Over,Katy Perry,Never Really Over,223523,5PYQUBXc7NYeI1obMKSJK0,trackdone,trackdone,True,False,False,False,5,Pop,0.54,Empowered,English
2036,2024-04-13,01:10:31,US,ios,Best Part About You - camoufly Remix,Manila Killa,Best Part About You,191823,7sTUQPICrchuyGg7pfIZUn,trackdone,trackdone,True,False,False,False,11,Future Bass,0.6,Romantic,English
2037,2024-04-13,01:13:25,US,ios,Dreamteam,Galantis,Dreamteam,181312,1UNYQXk8b0GPbupETN4IHL,trackdone,trackdone,True,False,False,False,11,Electronic Dance Music (EDM),0.85,Uplifting,English
2038,2024-04-13,01:17:21,US,ios,Raabta,Pritam,Agent Vinod,243578,6FjbAnaPRPwiP3sciEYctO,trackdone,trackdone,True,False,False,False,23,Bollywood Romantic,0.6,Romantic,Hindi
2039,2024-04-13,01:20:17,US,ios,One Last Dance,Audien,One Last Dance,184000,1nV6VafLPuRSsXgbDY3i6L,trackdone,trackdone,True,False,False,False,14,Progressive House,0.5,Romantic,English
2040,2024-04-13,01:27:07,US,ios,Rude Alert,Ajja,Tulpa,417360,3F0iIpDhFzue0eTqiHqphs,trackdone,trackdone,True,False,False,False,5,Breakcore,0.85,Empowered,Instrumental
2041,2024-04-13,01:30:37,US,ios,Please Stay (feat. London Thor),tyDi,Please Stay (feat. London Thor),218000,6po0MzJTuLfaVLGKQUthGw,trackdone,trackdone,True,False,False,False,11,Melodic House,0.7,Romantic,English
2042,2024-04-13,01:33:41,US,ios,We Are Never Ever Getting Back Together,Taylor Swift,Red,191880,1OYARuagDrpgNNQ4loO1Cs,trackdone,trackdone,True,False,False,False,10,Pop,0.6,Empowered,English
2043,2024-04-13,01:33:41,US,ios,We Are Never Ever Getting Back Together,Taylor Swift,Red,191880,1OYARuagDrpgNNQ4loO1Cs,trackdone,trackdone,True,False,False,False,10,Pop,0.5,Empowered,English
2044,2024-04-13,01:33:47,US,ios,Outskirts,Sam Hunt,Outskirts,12986,2E0bqoMlIb2xmFyZHRjtzK,trackdone,fwdbtn,True,True,False,False,6,Country,0.5,Bittersweet,English
2045,2024-04-13,01:33:50,US,ios,Love No More,Loud Luxury,Love No More,960,0E8WJOFs2eWD67USh7C6Qd,fwdbtn,fwdbtn,True,True,False,False,13,Deep House,0.53,Bittersweet,English
2046,2024-04-13,01:33:52,US,ios,Flying,Curbi,Flying,1343,23tSVCziOnXVAyayQt0Bi7,fwdbtn,fwdbtn,True,True,False,False,5,Indie Pop,0.75,Uplifting,English
2047,2024-04-13,01:33:53,US,ios,Smoke Filled Room - Elephante Remix,Mako,The Remixes,874,5fLZKOUE9D4JrbeAHV6pDI,fwdbtn,fwdbtn,True,True,False,False,12,Electronic Dance Music,0.7,Bittersweet,English
2048,2024-04-13,01:33:54,US,ios,Reasons,Excision,Reasons,1066,5cqOmjN3auHvZlhbebzKQx,fwdbtn,fwdbtn,True,True,False,False,12,Dubstep,0.9,Euphoric,English
2049,2024-04-13,01:33:55,US,ios,Meant for Two,Miles Away,Miles Away,831,1Dho6Tu3ko1AEHzJWTvI0K,fwdbtn,fwdbtn,True,True,False,False,8,J-Pop/Electronic,0.7,Romantic,Japanese
2050,2024-04-13,01:33:56,US,ios,That's Why I Love You,SiR,Chasing Summer,1386,1826XXl1rbdbhFk5xdnXNA,fwdbtn,fwdbtn,True,True,False,False,17,R&B/Soul,0.6,Romantic,English
2051,2024-04-13,01:33:57,US,ios,Let’s Stay Together,Maroon 5,Overexposed - Deluxe,1237,0ToTl9sLEljoOkHjJlLzHq,fwdbtn,fwdbtn,True,True,False,False,8,Pop/R&B,0.55,Romantic,English
2052,2024-04-13,01:33:59,US,ios,Into You (feat. Karra),Jason Ross,Into You (feat. Karra),1663,4WB71xElxEr4h92Mth2cF4,fwdbtn,fwdbtn,True,True,False,False,8,Melodic House,0.75,Uplifting,English
2053,2024-04-13,01:34:01,US,ios,Raat Bhar,Arijit Singh,Heropanti,960,3ctaMit7CuiHIPVYrRvm15,fwdbtn,fwdbtn,True,True,False,False,18,Romantic Ballad,0.5,Romantic,Hindi
2054,2024-04-13,01:34:01,US,ios,Electricity,DubVision,Electricity,1258,0NNSpmyyr0I4lrMaXS8Tba,fwdbtn,fwdbtn,True,True,False,False,8,Progressive House,0.75,Uplifting,English
2055,2024-04-13,01:38:11,US,ios,Vultures,John Mayer,Continuum,250840,1IdTIzkTK6CcpKKgMUGbg7,fwdbtn,trackdone,True,False,False,False,13,Blues Rock,0.3,Empowered,English
2056,2024-04-13,01:43:20,US,ios,Homesick (feat. SOUNDR),MitiS,Homesick (feat. SOUNDR),315478,1lypBFGiKyft1PVgNp358Y,trackdone,unexpected-exit-while-paused,True,False,False,False,9,Melodic Dubstep,0.7,Nostalgic,English
2057,2024-04-13,19:26:49,US,ios,Homesick (feat. SOUNDR),MitiS,Homesick (feat. SOUNDR),12796,1lypBFGiKyft1PVgNp358Y,appload,trackdone,True,False,False,False,9,Melodic Dubstep,0.7,Nostalgic,English
2058,2024-04-13,19:29:55,US,ios,We Are Never Ever Getting Back Together,Taylor Swift,Red,193146,0VwNdo84DaVYLIkbVO86ND,trackdone,trackdone,True,False,False,False,11,Pop,0.6,Empowered,English
2059,2024-04-13,19:29:55,US,ios,We Are Never Ever Getting Back Together,Taylor Swift,Red,193146,0VwNdo84DaVYLIkbVO86ND,trackdone,trackdone,True,False,False,False,11,Pop,0.5,Empowered,English
2060,2024-04-13,19:35:18,US,ios,rock + roll,EDEN,i think you think too much of me,296053,0Mf6WhWLfOpzOxacvbcboj,trackdone,trackdone,True,False,False,False,13,Indie Pop,0.55,Bittersweet,English
2061,2024-04-13,19:38:42,US,ios,The Fall,The Chainsmokers,So Far So Good,196021,5FvGI8KtImlEbOsvEW3pfX,trackdone,trackdone,True,False,False,False,7,Electropop,0.6,Bittersweet,English
2062,2024-04-13,19:48:06,US,ios,Drive You Crazy,Dylan Matthew,Drive You Crazy,160104,5XY6DN8SXjHtj55e7CkZpH,trackdone,fwdbtn,True,True,False,False,19,Pop,0.7,Romantic,English
2063,2024-04-13,19:48:07,US,ios,One More Day (Stay with Me),Example,Live Life Living,874,5fl0deEaEthF9gCpXEUkJ7,fwdbtn,unexpected-exit-while-paused,True,False,False,False,7,Pop,0.7,Romantic,English
2064,2024-04-14,17:40:38,US,osx,Teardrops,Jauz,Teardrops,118201,5MgK46SeLyGkhtb81v38Ks,trackdone,remote,True,False,False,False,5,Bass House,0.85,Melancholy,English
2065,2024-04-14,17:40:45,US,ios,Teardrops,Jauz,Teardrops,7594,5MgK46SeLyGkhtb81v38Ks,remote,remote,True,False,False,False,5,Bass House,0.85,Melancholy,English
2066,2024-04-14,17:42:19,US,osx,Teardrops,Jauz,Teardrops,96483,5MgK46SeLyGkhtb81v38Ks,remote,trackdone,True,False,False,False,5,Bass House,0.85,Melancholy,English
2067,2024-04-14,18:10:02,US,ios,Hold Me,Lavern,Hold Me,75120,4SnuG111QPmgwRmlwhJ4Mg,trackdone,remote,True,False,False,False,13,R&B,0.65,Romantic,English
2068,2024-04-14,18:10:04,US,osx,Hold Me,Lavern,Hold Me,725,4SnuG111QPmgwRmlwhJ4Mg,remote,remote,True,False,False,False,13,R&B,0.65,Romantic,English
2069,2024-04-14,18:34:45,US,osx,Mercy (2022 Edit),What So Not,Anomaly,24938,4NmNw3RnHtp6t6M0DjP1v3,remote,remote,True,False,False,False,10,Electronic (Future Bass),0.7,Euphoric,Instrumental
2070,2024-04-14,18:34:45,US,ios,Mercy (2022 Edit),What So Not,Anomaly,11832,4NmNw3RnHtp6t6M0DjP1v3,trackdone,remote,True,False,False,False,10,Electronic (Future Bass),0.7,Euphoric,Instrumental
